lambda_N2,sigma_N2,lambda_N4,sigma_N4,lambda_N8,sigma_N8
1.0429429429429429,0.743191680736221,1.0429429429429429,0.6116970701124694,1.0429429429429429,0.5162153628703334
1.0442442442442443,0.7507705743769113,1.0442442442442443,0.6528613540080267,1.0442442442442443,0.5191654558521608
1.0455455455455456,0.7428462034306339,1.0455455455455456,0.6964862547899915,1.0455455455455456,0.5066028669730036
1.0468468468468468,0.7393463479225638,1.0468468468468468,0.7310846008084931,1.0468468468468468,0.5177487934286136
1.048148148148148,0.7325238751672353,1.048148148148148,0.7451378915853272,1.048148148148148,0.516807364452829
1.0494494494494495,0.7101911059057534,1.0494494494494495,0.755376132742679,1.0494494494494495,0.5144202898871377
1.0507507507507508,0.6937155404142068,1.0507507507507508,0.754279945403661,1.0507507507507508,0.5066343494842975
1.052052052052052,0.6881229295389504,1.052052052052052,0.7433678740991255,1.052052052052052,0.5306036275773394
1.0533533533533534,0.6833821282114607,1.0533533533533534,0.7304165167196759,1.0533533533533534,0.5504977721010931
1.0546546546546547,0.6940142661642724,1.0546546546546547,0.7221251580621653,1.0546546546546547,0.5783432527596547
1.055955955955956,0.7157826521021992,1.055955955955956,0.7320743841109497,1.055955955955956,0.5973735444983745
1.0572572572572572,0.734348422494367,1.0572572572572572,0.7522900781012974,1.0572572572572572,0.6098664472057735
1.0585585585585586,0.7622185000618429,1.0585585585585586,0.7842562730062085,1.0585585585585586,0.5912659602393856
1.0598598598598599,0.7925864306662018,1.0598598598598599,0.830280759841612,1.0598598598598599,0.5770539041338107
1.061161161161161,0.8216784871812974,1.061161161161161,0.8643541988154256,1.061161161161161,0.6007509351796144
1.0624624624624626,0.8539359064423269,1.0624624624624626,0.8883440726353101,1.0624624624624626,0.6308320610713126
1.0637637637637638,0.8864323915641148,1.0637637637637638,0.9083730713092213,1.0637637637637638,0.6583932501703496
1.065065065065065,0.9258358988357546,1.065065065065065,0.9265455107099347,1.065065065065065,0.6742773470722024
1.0663663663663663,0.9400454631656372,1.0663663663663663,0.9411014251505107,1.0663663663663663,0.6797921032756143
1.0676676676676677,0.9263112005644891,1.0676676676676677,0.9486209462739356,1.0676676676676677,0.6484669178595504
1.068968968968969,0.8904997077225676,1.068968968968969,0.9454876784099552,1.068968968968969,0.6320973237420867
1.0702702702702702,0.8585901973183437,1.0702702702702702,0.9213607137155941,1.0702702702702702,0.6198088169027246
1.0715715715715715,0.8728537150386046,1.0715715715715715,0.9064767968699248,1.0715715715715715,0.6587770197707401
1.072872872872873,0.8974605932025145,1.072872872872873,0.9134929364957108,1.072872872872873,0.685375071998771
1.0741741741741742,0.926992935986814,1.0741741741741742,0.9309926623551016,1.0741741741741742,0.7129806573397831
1.0754754754754754,0.9383547051550694,1.0754754754754754,0.955247126549807,1.0754754754754754,0.7066965562001212
1.0767767767767769,0.9449482842009757,1.0767767767767769,0.9806722605347012,1.0767767767767769,0.6655321771345142
1.078078078078078,0.954472304313785,1.078078078078078,1.008373058336336,1.078078078078078,0.6459965109819329
1.0793793793793793,0.9650377677669956,1.0793793793793793,1.0271500606118469,1.0793793793793793,0.7302953831355661
1.0806806806806806,0.9615166741309797,1.0806806806806806,1.0363419130541844,1.0806806806806806,0.7908527160508112
1.081981981981982,0.9515395237866647,1.081981981981982,1.039556594812495,1.081981981981982,0.7974457701393457
1.0832832832832833,0.9386346624394402,1.0832832832832833,1.0369108130814475,1.0832832832832833,0.8030116801569485
1.0845845845845845,0.9223116891482087,1.0845845845845845,1.0211147375001899,1.0845845845845845,0.7883982671920579
1.085885885885886,0.9156622100848136,1.085885885885886,0.9951463314313185,1.085885885885886,0.7902249869397212
1.0871871871871872,0.9234964249650177,1.0871871871871872,0.956859591361777,1.0871871871871872,0.7872131821071304
1.0884884884884884,0.932278287472613,1.0884884884884884,0.9430902603620336,1.0884884884884884,0.773668446561717
1.0897897897897897,0.947955018086282,1.0897897897897897,0.9578254732913521,1.0897897897897897,0.793927616892768
1.0910910910910911,0.979180818063014,1.0910910910910911,0.9838503422167485,1.0910910910910911,0.8160300591973909
1.0923923923923924,1.0157873620432236,1.0923923923923924,1.0249489053249279,1.0923923923923924,0.8349093124625295
1.0936936936936936,1.051262466815187,1.0936936936936936,1.066530962321952,1.0936936936936936,0.8505911309144107
1.094994994994995,1.063473610577705,1.094994994994995,1.1007258751991618,1.094994994994995,0.8271587741922464
1.0962962962962963,1.0578644323012454,1.0962962962962963,1.1290493517368254,1.0962962962962963,0.8370663641423091
1.0975975975975976,1.0548478684723388,1.0975975975975976,1.1371860425650129,1.0975975975975976,0.8816274026774963
1.0988988988988988,1.0827884722087726,1.0988988988988988,1.1431342654948784,1.0988988988988988,0.9040455001452715
1.1002002002002003,1.1148976499536503,1.1002002002002003,1.1390590373944076,1.1002002002002003,0.8868911506689929
1.1015015015015015,1.1439764842069717,1.1015015015015015,1.1302974255445328,1.1015015015015015,0.888062572321334
1.1028028028028027,1.1706085466488863,1.1028028028028027,1.1237997543510392,1.1028028028028027,0.8824129165728971
1.104104104104104,1.196259084950568,1.104104104104104,1.127926646707375,1.104104104104104,0.8950177775102764
1.1054054054054054,1.235958492255559,1.1054054054054054,1.1340885029662882,1.1054054054054054,0.9126748348554182
1.1067067067067067,1.250158756374526,1.1067067067067067,1.1423048585043931,1.1067067067067067,0.8968552903257093
1.108008008008008,1.2646810781302702,1.108008008008008,1.1446420003873088,1.108008008008008,0.9042875878668056
1.1093093093093094,1.2673447590288105,1.1093093093093094,1.145046289995939,1.1093093093093094,0.9315886713380088
1.1106106106106106,1.2153512933274786,1.1106106106106106,1.1213496879325586,1.1106106106106106,0.9702694260526832
1.1119119119119119,1.1854548205540736,1.1119119119119119,1.0984600941057654,1.1119119119119119,0.9606402131718269
1.1132132132132133,1.1566270154336666,1.1132132132132133,1.0859765156789705,1.1132132132132133,0.9293309604094582
1.1145145145145146,1.1414848229837697,1.1145145145145146,1.0985320455847494,1.1145145145145146,0.9028770256549217
1.1158158158158158,1.1359140690344516,1.1158158158158158,1.0993387916608144,1.1158158158158158,0.9232796920098911
1.117117117117117,1.1410142888481234,1.117117117117117,1.1057479507228527,1.117117117117117,0.9845514338068325
1.1184184184184185,1.1659057949706388,1.1184184184184185,1.110991937330493,1.1184184184184185,1.0233169173311252
1.1197197197197197,1.2022483232250807,1.1197197197197197,1.117319234723223,1.1197197197197197,1.0193795170328372
1.121021021021021,1.2454457195128117,1.121021021021021,1.1249319043185964,1.121021021021021,1.0312420524026298
1.1223223223223222,1.2584271159580038,1.1223223223223222,1.1368325357939255,1.1223223223223222,1.0410757234423347
1.1236236236236237,1.262587914532074,1.1236236236236237,1.1509912339439206,1.1236236236236237,1.0660023440241244
1.124924924924925,1.2678859513816512,1.124924924924925,1.1672864962131289,1.124924924924925,1.088670668648902
1.1262262262262261,1.2812426859949775,1.1262262262262261,1.1781169183835278,1.1262262262262261,1.1015278237040995
1.1275275275275276,1.3017552878738152,1.1275275275275276,1.1911827600052876,1.1275275275275276,1.1109680004093778
1.1288288288288288,1.3202231139006704,1.1288288288288288,1.1973676497286385,1.1288288288288288,1.121577964853744
1.13013013013013,1.3410341429258545,1.13013013013013,1.1999906292926281,1.13013013013013,1.1314186437295555
1.1314314314314313,1.3475251087529647,1.1314314314314313,1.2029550211753957,1.1314314314314313,1.1301609975830407
1.1327327327327328,1.3438511175208592,1.1327327327327328,1.2064593448685703,1.1327327327327328,1.090510039568728
1.134034034034034,1.3392077873616013,1.134034034034034,1.2105221429170074,1.134034034034034,1.0533937895698426
1.1353353353353353,1.325094990025084,1.1353353353353353,1.2289629411073184,1.1353353353353353,1.0608140265452624
1.1366366366366365,1.3339372454802554,1.1366366366366365,1.2561840141395553,1.1366366366366365,1.105366582006229
1.137937937937938,1.359745988097495,1.137937937937938,1.2644495850577986,1.137937937937938,1.1430867073389082
1.1392392392392392,1.3906629376418178,1.1392392392392392,1.272200383426575,1.1392392392392392,1.1675170348545012
1.1405405405405404,1.4443218918272862,1.1405405405405404,1.295495272650231,1.1405405405405404,1.1824384463795938
1.141841841841842,1.494762323882973,1.141841841841842,1.3359145931899852,1.141841841841842,1.166658411758607
1.1431431431431431,1.5287289662861596,1.1431431431431431,1.3637808156305713,1.1431431431431431,1.1509852043954822
1.1444444444444444,1.5360761994905578,1.1444444444444444,1.3999985755820052,1.1444444444444444,1.153066479016593
1.1457457457457458,1.535568300762051,1.1457457457457458,1.4358836108852067,1.1457457457457458,1.164905664039348
1.147047047047047,1.5408467061308344,1.147047047047047,1.4705356166428156,1.147047047047047,1.2053879706550696
1.1483483483483483,1.5552311516868476,1.1483483483483483,1.4979202771576958,1.1483483483483483,1.2208392542925144
1.1496496496496496,1.583753720729733,1.1496496496496496,1.5040145062321022,1.1496496496496496,1.243668567523083
1.150950950950951,1.6175524389788305,1.150950950950951,1.5188525695729747,1.150950950950951,1.253752609774174
1.1522522522522523,1.6365005648989084,1.1522522522522523,1.535040760862892,1.1522522522522523,1.2326467751581753
1.1535535535535535,1.6477048453302228,1.1535535535535535,1.5386544261804123,1.1535535535535535,1.223069033136137
1.1548548548548547,1.641143956849537,1.1548548548548547,1.5292898176032566,1.1548548548548547,1.2439297073372784
1.1561561561561562,1.6329250861240876,1.1561561561561562,1.5114634434120957,1.1561561561561562,1.235099165278355
1.1574574574574574,1.6092940868125911,1.1574574574574574,1.506497354289099,1.1574574574574574,1.2328182160907626
1.1587587587587587,1.6006488576695186,1.1587587587587587,1.5141898163175227,1.1587587587587587,1.257470603064508
1.1600600600600601,1.61042339468332,1.1600600600600601,1.5430508201055393,1.1600600600600601,1.2752268809600664
1.1613613613613614,1.6347616806570717,1.1613613613613614,1.5780850644279816,1.1613613613613614,1.2877735222779747
1.1626626626626626,1.6629296593584055,1.1626626626626626,1.6134056343959526,1.1626626626626626,1.2919898376843804
1.163963963963964,1.6772115611504104,1.163963963963964,1.6408731900453206,1.163963963963964,1.3209373785113356
1.1652652652652653,1.688597399789805,1.1652652652652653,1.6535487100667356,1.1652652652652653,1.3356035034611022
1.1665665665665665,1.6751010275523337,1.1665665665665665,1.6590114542061478,1.1665665665665665,1.3343325114024718
1.1678678678678678,1.6656770910200513,1.1678678678678678,1.6399755897932486,1.1678678678678678,1.3273453409142406
1.169169169169169,1.6784821049855165,1.169169169169169,1.6169373830759695,1.169169169169169,1.2935874335066282
1.1704704704704705,1.7006757957530316,1.1704704704704705,1.5970982762162633,1.1704704704704705,1.2793692130777519
1.1717717717717717,1.7283326728502035,1.1717717717717717,1.6056075926564393,1.1717717717717717,1.304123892858684
1.173073073073073,1.73830691107077,1.173073073073073,1.6164640346566557,1.173073073073073,1.333000374760339
1.1743743743743744,1.7237260208941656,1.1743743743743744,1.647649292711975,1.1743743743743744,1.3533992232907992
1.1756756756756757,1.7140708844296115,1.1756756756756757,1.685489800987738,1.1756756756756757,1.3719892254949002
1.176976976976977,1.7095898229397233,1.176976976976977,1.7116676151595893,1.176976976976977,1.3778185933274603
1.1782782782782784,1.7074341078387474,1.1782782782782784,1.7347454546722048,1.1782782782782784,1.3863464257819076
1.1795795795795796,1.7067878918425716,1.1795795795795796,1.7536755045679762,1.1795795795795796,1.386939377826897
1.1808808808808808,1.706895033879039,1.1808808808808808,1.7756727365644451,1.1808808808808808,1.386358773596068
1.182182182182182,1.7097410581599806,1.182182182182182,1.8039595768012306,1.182182182182182,1.378591230359763
1.1834834834834835,1.6993294926987272,1.1834834834834835,1.830672064008908,1.1834834834834835,1.388167588752641
1.1847847847847848,1.69350051444549,1.1847847847847848,1.8213981323562838,1.1847847847847848,1.4209432514515483
1.186086086086086,1.69186127173805,1.186086086086086,1.8067843297877593,1.186086086086086,1.4356157114262242
1.1873873873873872,1.7058836515534552,1.1873873873873872,1.786316012453011,1.1873873873873872,1.4457481106019636
1.1886886886886887,1.7218428292021428,1.1886886886886887,1.766384191160564,1.1886886886886887,1.4332980376649644
1.18998998998999,1.7279206785945822,1.18998998998999,1.7502792975745234,1.18998998998999,1.4202476961452057
1.1912912912912912,1.728221164579518,1.1912912912912912,1.7563965765478402,1.1912912912912912,1.4016571541387923
1.1925925925925926,1.7132206889093449,1.1925925925925926,1.767001482553387,1.1925925925925926,1.3943277621415402
1.1938938938938939,1.7250587500282006,1.1938938938938939,1.7877768519294237,1.1938938938938939,1.4271809086502434
1.1951951951951951,1.7535269988572826,1.1951951951951951,1.7980806099928763,1.1951951951951951,1.45873048536389
1.1964964964964966,1.770907955130423,1.1964964964964966,1.8005112287527811,1.1964964964964966,1.505448652029994
1.1977977977977978,1.7676453862694776,1.1977977977977978,1.7921363632480176,1.1977977977977978,1.519001386537498
1.199099099099099,1.7599099425808813,1.199099099099099,1.76986012754433,1.199099099099099,1.5288379709604498
1.2004004004004003,1.7499218439310897,1.2004004004004003,1.7541471858041096,1.2004004004004003,1.5292170267004004
1.2017017017017018,1.7522826307525343,1.2017017017017018,1.7395853057142403,1.2017017017017018,1.5184094889406738
1.203003003003003,1.7564775217962203,1.203003003003003,1.7340552731067047,1.203003003003003,1.4960919066886864
1.2043043043043042,1.7463298098853284,1.2043043043043042,1.7358947132709748,1.2043043043043042,1.4825231995666766
1.2056056056056055,1.733821993414344,1.2056056056056055,1.7562857383809771,1.2056056056056055,1.4924372221935829
1.206906906906907,1.7524590223624432,1.206906906906907,1.785504914097561,1.206906906906907,1.4811919601069259
1.2082082082082082,1.7746900874914526,1.2082082082082082,1.8179906663988594,1.2082082082082082,1.4821886173438468
1.2095095095095094,1.8095114020688003,1.2095095095095094,1.8617522566126026,1.2095095095095094,1.5335433235196685
1.2108108108108109,1.8482852553326574,1.2108108108108109,1.905154738609941,1.2108108108108109,1.5625540489330647
1.2121121121121121,1.906047007207305,1.2121121121121121,1.9301743617171248,1.2121121121121121,1.5960891130759411
1.2134134134134134,1.962695998219988,1.2134134134134134,1.9482374057143723,1.2134134134134134,1.6145086648293607
1.2147147147147146,2.0023909928306516,1.2147147147147146,1.95989945312511,1.2147147147147146,1.5844844783094814
1.216016016016016,2.0339179796565543,1.216016016016016,1.9752796203445702,1.216016016016016,1.5648231963893482
1.2173173173173173,2.0511958463036164,1.2173173173173173,2.012627773648899,1.2173173173173173,1.5568232112356468
1.2186186186186185,2.0521635444375046,1.2186186186186185,2.058263953908227,1.2186186186186185,1.538137595109872
1.2199199199199198,2.042863255105322,1.2199199199199198,2.0921240728169344,1.2199199199199198,1.5594228179284289
1.2212212212212212,2.034705187694447,1.2212212212212212,2.113417163002533,1.2212212212212212,1.5784037571642247
1.2225225225225225,2.003785466813897,1.2225225225225225,2.1302044164765737,1.2225225225225225,1.5932344859737761
1.2238238238238237,1.9743153126197432,1.2238238238238237,2.145488878621873,1.2238238238238237,1.6144925411389202
1.2251251251251252,1.9557799131174605,1.2251251251251252,2.1641278283360736,1.2251251251251252,1.5867888570791018
1.2264264264264264,1.9527529868306295,1.2264264264264264,2.183219997741252,1.2264264264264264,1.5817606876347619
1.2277277277277276,1.9707412257735828,1.2277277277277276,2.1897581554942573,1.2277277277277276,1.5814703537520274
1.229029029029029,1.9826725067896298,1.229029029029029,2.192936546848452,1.229029029029029,1.608184041346646
1.2303303303303303,1.9925022089488547,1.2303303303303303,2.1966369348456976,1.2303303303303303,1.6464253509803168
1.2316316316316316,2.0103601485703364,1.2316316316316316,2.1995019530563877,1.2316316316316316,1.659147282602967
1.2329329329329328,2.0498707739982347,1.2329329329329328,2.201834724259568,1.2329329329329328,1.6556280975261672
1.2342342342342343,2.0967535669309094,1.2342342342342343,2.2116351022557557,1.2342342342342343,1.6504471987098435
1.2355355355355355,2.138356748926196,1.2355355355355355,2.222839761253239,1.2355355355355355,1.6702338267990746
1.2368368368368368,2.1868328818706395,1.2368368368368368,2.2368544488435456,1.2368368368368368,1.6641269419842981
1.238138138138138,2.2339722746993527,1.238138138138138,2.24679694619358,1.238138138138138,1.6711094626539627
1.2394394394394395,2.252984583959464,1.2394394394394395,2.243342211808643,1.2394394394394395,1.6883431179946153
1.2407407407407407,2.2604154888066184,1.2407407407407407,2.2363727505144997,1.2407407407407407,1.7083301212016804
1.242042042042042,2.255856917936861,1.242042042042042,2.223824326282529,1.242042042042042,1.7006585206479368
1.2433433433433434,2.2437377108626144,1.2433433433433434,2.210009660531469,1.2433433433433434,1.6597821719277963
1.2446446446446446,2.2170693760747806,1.2446446446446446,2.1769948507414107,1.2446446446446446,1.6514019031652147
1.2459459459459459,2.1854717414992666,1.2459459459459459,2.134163075190607,1.2459459459459459,1.674707538673672
1.2472472472472473,2.1639333281013853,1.2472472472472473,2.1003385753189883,1.2472472472472473,1.709696180689313
1.2485485485485486,2.148928934717458,1.2485485485485486,2.07218878269111,1.2485485485485486,1.7123475002232251
1.2498498498498498,2.1299814338292262,1.2498498498498498,2.069543928243568,1.2498498498498498,1.711322445442054
1.251151151151151,2.133302897825701,1.251151151151151,2.0906927687838697,1.251151151151151,1.7309888025067082
1.2524524524524523,2.1514906099932385,1.2524524524524523,2.114586026306679,1.2524524524524523,1.7585369229635588
1.2537537537537538,2.1817395264662416,1.2537537537537538,2.147971636429875,1.2537537537537538,1.7557169734159241
1.255055055055055,2.2238406495166925,1.255055055055055,2.178507334304815,1.255055055055055,1.7838200458010867
1.2563563563563562,2.259939620144457,1.2563563563563562,2.195624551166633,1.2563563563563562,1.7670690156986317
1.2576576576576577,2.300315029925833,1.2576576576576577,2.206324068372034,1.2576576576576577,1.7857459689543327
1.258958958958959,2.2967365848493353,1.258958958958959,2.220995051171341,1.258958958958959,1.7665274858031552
1.2602602602602602,2.27854878595833,1.2602602602602602,2.2328502642410206,1.2602602602602602,1.7480950712962062
1.2615615615615616,2.254292859207345,1.2615615615615616,2.243811632077976,1.2615615615615616,1.7281278678539411
1.2628628628628629,2.244093826711021,1.2628628628628629,2.2492580122342782,1.2628628628628629,1.7420285471560661
1.264164164164164,2.2502657852280947,1.264164164164164,2.2480390538763912,1.264164164164164,1.7952979689648227
1.2654654654654656,2.269676697641539,1.2654654654654656,2.2426848050486643,1.2654654654654656,1.8315717463007242
1.2667667667667668,2.2777957094788306,1.2667667667667668,2.2311621844382965,1.2667667667667668,1.8134232231554512
1.268068068068068,2.2859620534098406,1.268068068068068,2.219382519716184,1.268068068068068,1.801075166790018
1.2693693693693693,2.292332720375765,1.2693693693693693,2.2184002914974585,1.2693693693693693,1.8215643949004154
1.2706706706706705,2.285063171478294,1.2706706706706705,2.2221876195998265,1.2706706706706705,1.8491865922278374
1.271971971971972,2.2820820636489243,1.271971971971972,2.234540231598138,1.271971971971972,1.8679607546447479
1.2732732732732732,2.287124810268792,1.2732732732732732,2.2450751485046996,1.2732732732732732,1.8697738444085492
1.2745745745745745,2.2918717746673325,1.2745745745745745,2.244527907676604,1.2745745745745745,1.902303085366767
1.275875875875876,2.3075599130363367,1.275875875875876,2.2387745355164443,1.275875875875876,1.9301325718186697
1.2771771771771772,2.3245532539445333,1.2771771771771772,2.2306711248483304,1.2771771771771772,1.959561493533272
1.2784784784784784,2.3118211550256422,1.2784784784784784,2.2205248338975108,1.2784784784784784,1.965040694299245
1.2797797797797799,2.284837868279671,1.2797797797797799,2.2065591600516505,1.2797797797797799,1.9367758421327252
1.281081081081081,2.2474031372989876,1.281081081081081,2.1930818493208526,1.281081081081081,1.9052125332613243
1.2823823823823823,2.236087120605155,1.2823823823823823,2.1810977907913554,1.2823823823823823,1.8928401029469604
1.2836836836836836,2.226973359143226,1.2836836836836836,2.1752777097325082,1.2836836836836836,1.9244816606688626
1.2849849849849848,2.2342977908553565,1.2849849849849848,2.1785319756767954,1.2849849849849848,1.9457729358751927
1.2862862862862863,2.259518157430848,1.2862862862862863,2.1878115940513325,1.2862862862862863,1.946483962357047
1.2875875875875875,2.2896043971172726,1.2875875875875875,2.1956169464457846,1.2875875875875875,1.944793368157693
1.2888888888888888,2.3322709049632095,1.2888888888888888,2.2116341173387064,1.2888888888888888,1.9514655777315966
1.2901901901901902,2.3546307443765517,1.2901901901901902,2.226773428795702,1.2901901901901902,1.9475384738518293
1.2914914914914915,2.3562012965082983,1.2914914914914915,2.239943163174412,1.2914914914914915,1.9624991069888096
1.2927927927927927,2.33745555859877,1.2927927927927927,2.2520361811861336,1.2927927927927927,1.990205096880762
1.2940940940940941,2.3335186018369543,1.2940940940940941,2.261777011271409,1.2940940940940941,2.0085568791901993
1.2953953953953954,2.3441763406692666,1.2953953953953954,2.262830341360052,1.2953953953953954,2.0102863377442626
1.2966966966966966,2.375162440879047,1.2966966966966966,2.265741460929188,1.2966966966966966,2.0196206923052116
1.297997997997998,2.4060786754936125,1.297997997997998,2.2799809497829195,1.297997997997998,2.0104275667335534
1.2992992992992993,2.43829766148803,1.2992992992992993,2.291035776868355,1.2992992992992993,2.0220371324548796
1.3006006006006006,2.4773488107081985,1.3006006006006006,2.309797835406679,1.3006006006006006,2.0413080116165583
1.3019019019019018,2.518820033807014,1.3019019019019018,2.343423576657388,1.3019019019019018,2.079376379481552
1.303203203203203,2.5475862145895274,1.303203203203203,2.371604946320837,1.303203203203203,2.0801502042399505
1.3045045045045045,2.563370090184708,1.3045045045045045,2.3867008771016973,1.3045045045045045,2.043689659990437
1.3058058058058057,2.5490821181705208,1.3058058058058057,2.389796168104589,1.3058058058058057,2.025064982249455
1.307107107107107,2.5139032272931856,1.307107107107107,2.389638143397693,1.307107107107107,2.066660125173945
1.3084084084084084,2.4911877086177765,1.3084084084084084,2.39105239811335,1.3084084084084084,2.107324105416212
1.3097097097097097,2.4791978422013843,1.3097097097097097,2.4015059430070385,1.3097097097097097,2.121228596041292
1.311011011011011,2.487798056466235,1.311011011011011,2.4146481924222196,1.311011011011011,2.098728412532929
1.3123123123123124,2.4977164834624475,1.3123123123123124,2.437053668632212,1.3123123123123124,2.0608857944928998
1.3136136136136136,2.508508634523161,1.3136136136136136,2.466211445486886,1.3136136136136136,2.073535095376963
1.3149149149149149,2.519508006711225,1.3149149149149149,2.4996760204809543,1.3149149149149149,2.1062216975681305
1.316216216216216,2.550206139505534,1.316216216216216,2.526491963684582,1.316216216216216,2.116610282599024
1.3175175175175173,2.583399777727754,1.3175175175175173,2.5509190575004363,1.3175175175175173,2.1036904564330356
1.3188188188188188,2.596744526068288,1.3188188188188188,2.572572758900637,1.3188188188188188,2.071557208708472
1.32012012012012,2.610382099923679,1.32012012012012,2.5752723652418883,1.32012012012012,2.0984448122730543
1.3214214214214213,2.6273675438692887,1.3214214214214213,2.569423265669134,1.3214214214214213,2.114422994380191
1.3227227227227227,2.629215878857464,1.3227227227227227,2.558405577009132,1.3227227227227227,2.125650714163933
1.324024024024024,2.6454352893057447,1.324024024024024,2.5460719750503387,1.324024024024024,2.1094910834166956
1.3253253253253252,2.660815967444952,1.3253253253253252,2.536775528981616,1.3253253253253252,2.1160695828044593
1.3266266266266267,2.658862088130184,1.3266266266266267,2.529318937646624,1.3266266266266267,2.102374963274803
1.327927927927928,2.634502838631409,1.327927927927928,2.52931281962099,1.327927927927928,2.1029584123177827
1.3292292292292291,2.642033328146842,1.3292292292292291,2.5268187711960675,1.3292292292292291,2.1007038843204984
1.3305305305305306,2.6623087007271296,1.3305305305305306,2.5191221062907796,1.3305305305305306,2.1144455440894636
1.3318318318318318,2.662545746282656,1.3318318318318318,2.509285529257635,1.3318318318318318,2.1655051441547815
1.333133133133133,2.6487249541423035,1.333133133133133,2.497960379492122,1.333133133133133,2.1653378930992235
1.3344344344344343,2.6498157733678047,1.3344344344344343,2.4881464018411,1.3344344344344343,2.167355077310856
1.3357357357357356,2.6857119510584875,1.3357357357357356,2.4836932603020268,1.3357357357357356,2.1856168585597415
1.337037037037037,2.7278747580625917,1.337037037037037,2.487378737218669,1.337037037037037,2.185451543855645
1.3383383383383383,2.767701253267509,1.3383383383383383,2.49531633294295,1.3383383383383383,2.2090670737312315
1.3396396396396395,2.792401387898229,1.3396396396396395,2.4939092027968317,1.3396396396396395,2.2474792603295626
1.340940940940941,2.8075149849421335,1.340940940940941,2.4990453945767768,1.340940940940941,2.2524581366333023
1.3422422422422422,2.812189394146035,1.3422422422422422,2.517735045874477,1.3422422422422422,2.238444189131799
1.3435435435435434,2.8106836447468133,1.3435435435435434,2.528484443790046,1.3435435435435434,2.2017946601853646
